,env,label,path,split
0,location_100,0,location_100/bird/585a6594-23d2-11e8-a6a3-ec086b02610b.jpg,val
1,location_100,0,location_100/bird/588a6614-23d2-11e8-a6a3-ec086b02610b.jpg,test
2,location_100,0,location_100/bird/58cfcc75-23d2-11e8-a6a3-ec086b02610b.jpg,val
3,location_100,0,location_100/bird/58f8d040-23d2-11e8-a6a3-ec086b02610b.jpg,test
4,location_100,0,location_100/bird/58809351-23d2-11e8-a6a3-ec086b02610b.jpg,val
5,location_100,0,location_100/bird/58fbeb45-23d2-11e8-a6a3-ec086b02610b.jpg,test
6,location_100,0,location_100/bird/593418b8-23d2-11e8-a6a3-ec086b02610b.jpg,val
7,location_100,0,location_100/bird/58af74f5-23d2-11e8-a6a3-ec086b02610b.jpg,test
8,location_100,0,location_100/bird/58c97c25-23d2-11e8-a6a3-ec086b02610b.jpg,val
9,location_100,0,location_100/bird/58eacb0e-23d2-11e8-a6a3-ec086b02610b.jpg,test
10,location_100,0,location_100/bird/59167b3b-23d2-11e8-a6a3-ec086b02610b.jpg,val
11,location_100,0,location_100/bird/58df6797-23d2-11e8-a6a3-ec086b02610b.jpg,test
12,location_100,0,location_100/bird/588c12c0-23d2-11e8-a6a3-ec086b02610b.jpg,val
13,location_100,0,location_100/bird/5902387e-23d2-11e8-a6a3-ec086b02610b.jpg,test
14,location_100,0,location_100/bird/58e72552-23d2-11e8-a6a3-ec086b02610b.jpg,val
15,location_100,0,location_100/bird/590a0fa9-23d2-11e8-a6a3-ec086b02610b.jpg,test
16,location_100,0,location_100/bird/58d2ea3f-23d2-11e8-a6a3-ec086b02610b.jpg,val
17,location_100,0,location_100/bird/592abdbe-23d2-11e8-a6a3-ec086b02610b.jpg,test
18,location_100,0,location_100/bird/59087f23-23d2-11e8-a6a3-ec086b02610b.jpg,val
19,location_100,0,location_100/bird/590b9ea0-23d2-11e8-a6a3-ec086b02610b.jpg,test
20,location_100,0,location_100/bird/590234ec-23d2-11e8-a6a3-ec086b02610b.jpg,val
21,location_100,0,location_100/bird/58c4d711-23d2-11e8-a6a3-ec086b02610b.jpg,test
22,location_100,0,location_100/bird/5896079b-23d2-11e8-a6a3-ec086b02610b.jpg,val
23,location_100,0,location_100/bird/58f105c3-23d2-11e8-a6a3-ec086b02610b.jpg,test
24,location_100,0,location_100/bird/58678cbf-23d2-11e8-a6a3-ec086b02610b.jpg,val
25,location_100,0,location_100/bird/58f108ac-23d2-11e8-a6a3-ec086b02610b.jpg,test
26,location_100,0,location_100/bird/58823d16-23d2-11e8-a6a3-ec086b02610b.jpg,val
27,location_100,0,location_100/bird/58857ae6-23d2-11e8-a6a3-ec086b02610b.jpg,test
28,location_100,0,location_100/bird/58fbedc6-23d2-11e8-a6a3-ec086b02610b.jpg,val
