,env,label,path,split
0,Art,0,Art/Alarm_Clock/00044.jpg,train
1,Art,0,Art/Alarm_Clock/00038.jpg,train
2,Art,0,Art/Alarm_Clock/00043.jpg,train
3,Art,0,Art/Alarm_Clock/00031.jpg,train
4,Art,0,Art/Alarm_Clock/00036.jpg,train
5,Art,0,Art/Alarm_Clock/00003.jpg,train
6,Art,0,Art/Alarm_Clock/00004.jpg,train
7,Art,0,Art/Alarm_Clock/00071.jpg,train
8,Art,0,Art/Alarm_Clock/00060.jpg,train
9,Art,0,Art/Alarm_Clock/00067.jpg,train
10,Art,0,Art/Alarm_Clock/00015.jpg,train
11,Art,0,Art/Alarm_Clock/00069.jpg,train
12,Art,0,Art/Alarm_Clock/00012.jpg,train
13,Art,0,Art/Alarm_Clock/00027.jpg,train
14,Art,0,Art/Alarm_Clock/00020.jpg,train
15,Art,0,Art/Alarm_Clock/00052.jpg,train
16,Art,0,Art/Alarm_Clock/00055.jpg,train
17,Art,0,Art/Alarm_Clock/00029.jpg,train
18,Art,0,Art/Alarm_Clock/00070.jpg,train
19,Art,0,Art/Alarm_Clock/00005.jpg,train
20,Art,0,Art/Alarm_Clock/00002.jpg,train
21,Art,0,Art/Alarm_Clock/00037.jpg,train
22,Art,0,Art/Alarm_Clock/00030.jpg,train
23,Art,0,Art/Alarm_Clock/00042.jpg,train
24,Art,0,Art/Alarm_Clock/00045.jpg,train
25,Art,0,Art/Alarm_Clock/00039.jpg,train
26,Art,0,Art/Alarm_Clock/00054.jpg,train
27,Art,0,Art/Alarm_Clock/00028.jpg,train
28,Art,0,Art/Alarm_Clock/00053.jpg,train
29,Art,0,Art/Alarm_Clock/00021.jpg,train
30,Art,0,Art/Alarm_Clock/00026.jpg,train
31,Art,0,Art/Alarm_Clock/00013.jpg,train
32,Art,0,Art/Alarm_Clock/00014.jpg,train
33,Art,0,Art/Alarm_Clock/00068.jpg,train
34,Art,0,Art/Alarm_Clock/00066.jpg,train
35,Art,0,Art/Alarm_Clock/00061.jpg,train
36,Art,0,Art/Alarm_Clock/00050.jpg,train
37,Art,0,Art/Alarm_Clock/00057.jpg,train
38,Art,0,Art/Alarm_Clock/00059.jpg,train
39,Art,0,Art/Alarm_Clock/00025.jpg,train
40,Art,0,Art/Alarm_Clock/00022.jpg,train
41,Art,0,Art/Alarm_Clock/00017.jpg,train
42,Art,0,Art/Alarm_Clock/00010.jpg,train
43,Art,0,Art/Alarm_Clock/00062.jpg,train
44,Art,0,Art/Alarm_Clock/00019.jpg,train
45,Art,0,Art/Alarm_Clock/00065.jpg,train
46,Art,0,Art/Alarm_Clock/00008.jpg,train
47,Art,0,Art/Alarm_Clock/00074.jpg,train
48,Art,0,Art/Alarm_Clock/00073.jpg,train
49,Art,0,Art/Alarm_Clock/00001.jpg,train
50,Art,0,Art/Alarm_Clock/00006.jpg,train
51,Art,0,Art/Alarm_Clock/00033.jpg,train
52,Art,0,Art/Alarm_Clock/00048.jpg,train
53,Art,0,Art/Alarm_Clock/00034.jpg,train
54,Art,0,Art/Alarm_Clock/00046.jpg,train
55,Art,0,Art/Alarm_Clock/00041.jpg,train
56,Art,0,Art/Alarm_Clock/00018.jpg,train
57,Art,0,Art/Alarm_Clock/00064.jpg,train
58,Art,0,Art/Alarm_Clock/00063.jpg,train
59,Art,0,Art/Alarm_Clock/00011.jpg,train
60,Art,0,Art/Alarm_Clock/00016.jpg,train
61,Art,0,Art/Alarm_Clock/00023.jpg,train
62,Art,0,Art/Alarm_Clock/00058.jpg,train
63,Art,0,Art/Alarm_Clock/00024.jpg,train
64,Art,0,Art/Alarm_Clock/00056.jpg,train
65,Art,0,Art/Alarm_Clock/00051.jpg,train
66,Art,0,Art/Alarm_Clock/00040.jpg,train
67,Art,0,Art/Alarm_Clock/00047.jpg,train
68,Art,0,Art/Alarm_Clock/00049.jpg,train
69,Art,0,Art/Alarm_Clock/00035.jpg,train
70,Art,0,Art/Alarm_Clock/00032.jpg,train
71,Art,0,Art/Alarm_Clock/00007.jpg,train
72,Art,0,Art/Alarm_Clock/00072.jpg,train
73,Art,0,Art/Alarm_Clock/00009.jpg,train
74,Art,1,Art/Backpack/00001.jpg,train
75,Art,1,Art/Backpack/00006.jpg,train
76,Art,1,Art/Backpack/00008.jpg,train
77,Art,1,Art/Backpack/00041.jpg,train
78,Art,1,Art/Backpack/00033.jpg,train
79,Art,1,Art/Backpack/00034.jpg,train
80,Art,1,Art/Backpack/00025.jpg,train
81,Art,1,Art/Backpack/00022.jpg,train
82,Art,1,Art/Backpack/00019.jpg,train
83,Art,1,Art/Backpack/00017.jpg,train
84,Art,1,Art/Backpack/00010.jpg,train
85,Art,1,Art/Backpack/00035.jpg,train
86,Art,1,Art/Backpack/00032.jpg,train
87,Art,1,Art/Backpack/00040.jpg,train
88,Art,1,Art/Backpack/00009.jpg,train
89,Art,1,Art/Backpack/00007.jpg,train
90,Art,1,Art/Backpack/00011.jpg,train
91,Art,1,Art/Backpack/00016.jpg,train
92,Art,1,Art/Backpack/00018.jpg,train
93,Art,1,Art/Backpack/00023.jpg,train
94,Art,1,Art/Backpack/00024.jpg,train
95,Art,1,Art/Backpack/00015.jpg,train
96,Art,1,Art/Backpack/00012.jpg,train
97,Art,1,Art/Backpack/00029.jpg,train
98,Art,1,Art/Backpack/00027.jpg,train
99,Art,1,Art/Backpack/00020.jpg,train
100,Art,1,Art/Backpack/00031.jpg,train
101,Art,1,Art/Backpack/00036.jpg,train
102,Art,1,Art/Backpack/00038.jpg,train
103,Art,1,Art/Backpack/00003.jpg,train
104,Art,1,Art/Backpack/00004.jpg,train
105,Art,1,Art/Backpack/00021.jpg,train
106,Art,1,Art/Backpack/00026.jpg,train
107,Art,1,Art/Backpack/00028.jpg,train
108,Art,1,Art/Backpack/00013.jpg,train
109,Art,1,Art/Backpack/00014.jpg,train
110,Art,1,Art/Backpack/00005.jpg,train
111,Art,1,Art/Backpack/00002.jpg,train
112,Art,1,Art/Backpack/00039.jpg,train
113,Art,1,Art/Backpack/00037.jpg,train
114,Art,1,Art/Backpack/00030.jpg,train
115,Art,2,Art/Batteries/00018.jpg,train
116,Art,2,Art/Batteries/00011.jpg,train
117,Art,2,Art/Batteries/00016.jpg,train
118,Art,2,Art/Batteries/00023.jpg,train
119,Art,2,Art/Batteries/00024.jpg,train
120,Art,2,Art/Batteries/00007.jpg,train
121,Art,2,Art/Batteries/00009.jpg,train
122,Art,2,Art/Batteries/00025.jpg,train
123,Art,2,Art/Batteries/00022.jpg,train
124,Art,2,Art/Batteries/00017.jpg,train
125,Art,2,Art/Batteries/00010.jpg,train
126,Art,2,Art/Batteries/00019.jpg,train
127,Art,2,Art/Batteries/00008.jpg,train
128,Art,2,Art/Batteries/00001.jpg,train
129,Art,2,Art/Batteries/00006.jpg,train
130,Art,2,Art/Batteries/00005.jpg,train
131,Art,2,Art/Batteries/00002.jpg,train
132,Art,2,Art/Batteries/00021.jpg,train
133,Art,2,Art/Batteries/00026.jpg,train
134,Art,2,Art/Batteries/00013.jpg,train
135,Art,2,Art/Batteries/00014.jpg,train
136,Art,2,Art/Batteries/00003.jpg,train
137,Art,2,Art/Batteries/00004.jpg,train
138,Art,2,Art/Batteries/00015.jpg,train
139,Art,2,Art/Batteries/00012.jpg,train
140,Art,2,Art/Batteries/00027.jpg,train
141,Art,2,Art/Batteries/00020.jpg,train
142,Art,3,Art/Bed/00027.jpg,train
143,Art,3,Art/Bed/00020.jpg,train
144,Art,3,Art/Bed/00029.jpg,train
145,Art,3,Art/Bed/00015.jpg,train
146,Art,3,Art/Bed/00012.jpg,train
147,Art,3,Art/Bed/00003.jpg,train
148,Art,3,Art/Bed/00004.jpg,train
149,Art,3,Art/Bed/00038.jpg,train
150,Art,3,Art/Bed/00031.jpg,train
151,Art,3,Art/Bed/00036.jpg,train
152,Art,3,Art/Bed/00013.jpg,train
153,Art,3,Art/Bed/00014.jpg,train
154,Art,3,Art/Bed/00028.jpg,train
155,Art,3,Art/Bed/00021.jpg,train
156,Art,3,Art/Bed/00026.jpg,train
157,Art,3,Art/Bed/00037.jpg,train
158,Art,3,Art/Bed/00030.jpg,train
159,Art,3,Art/Bed/00039.jpg,train
160,Art,3,Art/Bed/00005.jpg,train
161,Art,3,Art/Bed/00002.jpg,train
162,Art,3,Art/Bed/00033.jpg,train
163,Art,3,Art/Bed/00034.jpg,train
164,Art,3,Art/Bed/00008.jpg,train
165,Art,3,Art/Bed/00001.jpg,train
166,Art,3,Art/Bed/00006.jpg,train
167,Art,3,Art/Bed/00017.jpg,train
168,Art,3,Art/Bed/00010.jpg,train
169,Art,3,Art/Bed/00019.jpg,train
170,Art,3,Art/Bed/00025.jpg,train
171,Art,3,Art/Bed/00022.jpg,train
172,Art,3,Art/Bed/00007.jpg,train
173,Art,3,Art/Bed/00009.jpg,train
174,Art,3,Art/Bed/00040.jpg,train
175,Art,3,Art/Bed/00035.jpg,train
176,Art,3,Art/Bed/00032.jpg,train
177,Art,3,Art/Bed/00023.jpg,train
178,Art,3,Art/Bed/00024.jpg,train
179,Art,3,Art/Bed/00018.jpg,train
180,Art,3,Art/Bed/00011.jpg,train
181,Art,3,Art/Bed/00016.jpg,train
182,Art,4,Art/Bike/00014.jpg,train
183,Art,4,Art/Bike/00068.jpg,train
184,Art,4,Art/Bike/00013.jpg,train
185,Art,4,Art/Bike/00061.jpg,train
186,Art,4,Art/Bike/00066.jpg,train
187,Art,4,Art/Bike/00053.jpg,train
188,Art,4,Art/Bike/00054.jpg,train
189,Art,4,Art/Bike/00028.jpg,train
190,Art,4,Art/Bike/00026.jpg,train
191,Art,4,Art/Bike/00021.jpg,train
192,Art,4,Art/Bike/00030.jpg,train
193,Art,4,Art/Bike/00037.jpg,train
194,Art,4,Art/Bike/00045.jpg,train
195,Art,4,Art/Bike/00039.jpg,train
196,Art,4,Art/Bike/00042.jpg,train
197,Art,4,Art/Bike/00070.jpg,train
198,Art,4,Art/Bike/00002.jpg,train
199,Art,4,Art/Bike/00005.jpg,train
200,Art,4,Art/Bike/00020.jpg,train
201,Art,4,Art/Bike/00027.jpg,train
202,Art,4,Art/Bike/00055.jpg,train
203,Art,4,Art/Bike/00029.jpg,train
